event_id,fire_year,year,fitted_nbr
CA3765511953619940809,1994,2002,-0.08223288711425229
CA3715011953419940912,1994,2002,-0.07342884835708487
CA3805012286419951003,1995,2002,-0.19185097837482654
CA3515211854719950829,1995,2002,-0.022456452619225523
CA3520911991019960520,1996,2002,0.09111340744649626
CA3791311981819960814,1996,2002,-0.13682148843911165
CA3344711729819970904,1997,2002,-0.02062785862460566
CA3471012049419970927,1997,2002,-0.005422656600601141
CA3442211887219981018,1998,2002,0.002874429455511518
CA3688212081319980710,1998,2002,-0.0027171828784277063
CA3975712171519990823,1999,2002,-0.08116356136238904
CA3784511998419990823,1999,2002,-0.09839440830699672
CA3625712072920000803,2000,2002,-0.049507130184967864
CA3771612024820000702,2000,2002,-0.03933642706566831
CA3777211886020010702,2001,2002,0.04708628082839279
CA3396111727920010623,2001,2002,0.1106929097038039
CA4146112251620020713,2002,2002,-0.03139308960534335
CA3474011878120020618,2002,2002,0.18088698647292592
CA3500511465220030716,2003,2002,-0.11132767451163539
CA3976112013320030720,2003,2002,0.025348212087538614
CA3796411972720041015,2004,2002,-0.11006770360803377
CA3376011738120040503,2004,2002,0.08257309976384503
CA3937412284420050809,2005,2002,-0.18490490894164238
CA3508611531720050622,2005,2002,0.022816565048003057
CA3605012069320060722,2006,2002,-0.012097443510319257
CA3528111983720060711,2006,2002,0.1077575241306744
CA3338411718020071022,2007,2002,-0.04486644881309412
CA3757311966320071029,2007,2002,-0.24306694840196288
CA3976512124820080622,2008,2002,-0.30423503611203734
CA3391911775320081115,2008,2002,0.0180848659793434
CA4156612316620090821,2009,2002,-0.19961803776838213
CA3419711786020090825,2009,2002,-0.07987004143133988
CA3334311736220100713,2010,2002,0.06055222134354661
CA3790211905120100726,2010,2002,0.020278710262779318
CA3309811647820111001,2011,2002,0.0590261597040136
CA3713411828320110913,2011,2002,0.026261656447476557
CA3355611691120120814,2012,2002,0.042996203795246726
CA3260811624320120517,2012,2002,0.06164569677845654
CA4018812160120130501,2013,2002,-0.21420052122702243
CA3881312282620131122,2013,2002,-0.16231075510556753
CA3976812365020140730,2014,2002,-0.3120185882524969
CA4122712136220140731,2014,2002,-0.1580642224156113
CA3745411858420150206,2015,2002,0.015765102179567114
CA4016812363920150730,2015,2002,-0.26145338335621915
CA3779911892220160804,2016,2002,-0.07057800378501601
CA3436911855620160709,2016,2002,-0.015248154293356565
CA4145212338020170811,2017,2002,-0.2928013206606684
CA3589912026320170710,2017,2002,-0.0530170390694482
CA3906012314020180727,2018,2002,-0.16548187264495925
